Year	Country	What we tested	What we hoped to learn	What we learnt
2024	Cambodia	Which opening style would interest the audience more	"3a. as in Stage 2 
 3b. sad man in 5s - text animation
 3c. sad female in 5s - pop animation page"	"The 25-34 age group are the most dominant and female has better ITJ than male (3A
 ITJ: 2,117
 Cost per ITJ: AUD0.11
 Gender: Female
 Age: 25 - 34)"
2024	Cambodia	We want to learn what the people think about lonely	"1a - finding peace amidst chaos
 1b - trusting god‚plan for your future
 1c - trusting god‚plan when the future feels uncertain"	"Trusting god‚plan for your future is won - AUD0.23
 per 95% view (1B
 ITJ: 2,902
 Cost per ITJ: AUD0.23
 Gender: Female
 Age: 25 - 34)"
2024	Cambodia	Which format would interest the audience more	"2a. text on abstract bg as in Stage 1
 2b. artblogs on canva
 2c. 2d animation in canva
 2d. d-id"	"2a text on abstract bg performed better than other styles - AUD 0.27 per 95% view (2A
 ITJ: 1,244
 Cost per ITJ: AUD0.27
 Gender: Female
 Age: 25 - 34)"
2024	Cambodia	Which opening style would interest the audience more	"3a. as in Stage 2 
 3b. sad man in 5s - text animation
 3c. sad female in 5s - pop animation page"	"Stage 3: which opening style would interest the audience more
 3a. as in Stage 2 
 3b. sad man in 5s - text animation
 3c. sad female in 5s - pop animation page (3A
 ITJ: 2,424
 Cost per ITJ: AUD0.23
 Gender: Female
 Age: 25 - 34)"
2024	Cambodia	We want to learn what the people think about empty	"1a - observer's pov
 1b - 1st pov
 1c - jesus' pov"	"Jesus' pov is won - AUD0.12
 per 95% view (1C
 ITJ: 5,696
 Cost per ITJ: AUD0.12
 Gender: Female
 Age: 25 - 34)"
2024	Cambodia	Which format would interest the audience more	"2a. text on abstract bg as in Stage 1
 2b. artblogs on canva
 2c. 2d animation in canva
 2d. d-id"	"2a text on abstract bg performed better than other styles - AUD 0.12 per 95% view (2A
 ITJ: 3,254
 Cost per ITJ: AUD0.12
 Gender: Female
 Age: 25 - 34)"
2024	nan	Which opening style would interest the audience more	"3a. as in Stage 2 
 3b. sad man in 5s - text animation
 3c. sad female in 5s - pop animation page"	"Stage 3: which opening style would interest the audience more 
 3a. as in Stage 2 
 3b. sad man in 5s - text animation 
 3c. sad female in 5s - pop animation page (1B
 ITJ: 5,181
 Cost per ITJ: AUD0.13
 Gender: Female
 Age: 25 - 34)"
2024	Cambodia	Nan	Nan	Nan
2024	Cambodia	We want to learn what the people think about fear	"1a - observer's pov
 1b - 1st pov
 1c - jesus' pov"	"Jesus' pov is won - AUD0.12
 per 95% view"
2024	Cambodia	Which format would interest the audience more	"2a. text on abstract bg as in Stage 1
 2b. artblogs on canva
 2c. 2d animation in canva
 2d. d-id"	2a text on abstract bg performed better than other styles - AUD 0.12 per 95% view
2024	Cambodia	Which opening style would interest the audience more	"3a. as in Stage 2 
 3b. sad man in 5s - text animation
 3c. sad female in 5s - pop animation page"	"Stage 3: which opening style would interest the audience more
 3a. as in Stage 2 
 3b. sad man in 5s - text animation
 3c. sad female in 5s - pop animation page"
2024	Cambodia	We want to learn what the people think about fear	"1a - observer's pov
 1b - 1st pov
 1c - jesus' pov"	"Jesus' pov is won - AUD0.12
 per 95% view"
2024	Cambodia	Which format would interest the audience more	"2a. text on abstract bg as in Stage 1
 2b. artblogs on canva
 2c. 2d animation in canva
 2d. d-id"	2a text on abstract bg performed better than other styles - AUD 0.12 per 95% view
2024	Cambodia	Which opening style would interest the audience more	"3a. as in Stage 2 
 3b. sad man in 5s - text animation
 3c. sad female in 5s - pop animation page"	"Stage 3: which opening style would interest the audience more
 3a. as in Stage 2 
 3b. sad man in 5s - text animation
 3c. sad female in 5s - pop animation page"
2024	India	Will b roll video is a effective way to communicate idea	B roll video is good way to present ideas	B roll video is good way to present ideas
2024	India	Which topic will be more relatable to depression	Break up is the most common reason for depression	Break up is the most common reason for depression
2024	India	Best video style to comunicate	Video with indian faces did best	Video with indian faces did best
2024	India	What is most common reason of fear	Fear of not being successsful trends	Fear of not being successsful trends
2024	India	What is most common reason of anxity	Getting bullied by friends is a major cause of anxity	Getting bullied by friends is a major cause of anxity
2024	India	"What type of healing to people desire most
 what is the best video style to comunicate"	People most desire healing of the body. (which is not what i expected) monochrome images worked best here.	People most desire healing of the body. (which is not what i expected) monochrome images worked best here.
2024	India	Which topic do people relate with more	People are not satisfied with what they hear. they want to know and understand about more things.	People are not satisfied with what they hear. they want to know and understand about more things.
2024	India	What type of change is most affecting their lives	People are most affect by how the changing times are affecting their lives and are not able to keep up with it.	People are most affect by how the changing times are affecting their lives and are not able to keep up with it.
2024	India	Which topic do people relate with more	People want their life to change for the better. even though things around them are changing, they still feel trapped in their problems.	People want their life to change for the better. even though things around them are changing, they still feel trapped in their problems.
2024	India	What out of the 3 topics are they most interested in	People are more interested ti know about the earth and it's creation and creator.	People are more interested ti know about the earth and it's creation and creator.
2024	India	Which topic do people relate with more if black bg grabs attention	People feel they're not cared for and neglected. black bg does not work. costs go up.	People feel they're not cared for and neglected. black bg does not work. costs go up.
2024	India	Which topic do people relate with more if gradient bg reduces the cost per 1k ITJ	"Gradient bg reduced the cost per 1k ITJ
 ai image storyline using a man got more views"	"Gradient bg reduced the cost per 1k ITJ
 ai image storyline using a man got more views"
2024	Indonesia	Script	How do individuals respond to friends seeking support during various personal crises	"The audience felt that the thing that made them unlucky was about small businesses not growing (T1A
 ITJ : 1145
 Cost Per ITJ :Rp 104.02
 
 <LINK>)"
2024	Indonesia	Format	How do individuals respond to friends seeking support during various personal crises	"2d tests are more liked by audiences (T2D
 ITJ : 6220
 Cost Per ITJ :Rp 13.67
 
 <LINK>)"
2024	Indonesia	Element	How do individuals respond to friends seeking support during various personal crises	"3a - normal text
 3b - capital text
 3c - bold text
 3d - italic text
 
 learning: 
 
 test 3a is better than other test texts (T3C
 ITJ : 20,340
 Cost Per ITJ :Rp 14.52
 
 <LINK>)"
2024	Indonesia	Script	Despite efforts to build trust, spend time together, and show mutual respect, some relationships still face unresolved challenges.	"According to the audience, the key to a long-lasting and quality relationship is to be able to spend time together intentionally. (T1B
 ITJ : 26,221
 Cost Per ITJ : Rp 5.66
 
 <LINK>)"
2024	Indonesia	Format	Despite efforts to build trust, spend time together, and show mutual respect, some relationships still face unresolved challenges.	"The format loop background works better - 15,793 ITJ & cost rp 5.67 per ITJ (T2D
 ITJ : 15,793
 Cost Per ITJ : Rp 5.67
 
 <LINK>)"
2024	Indonesia	Element	Despite efforts to build trust, spend time together, and show mutual respect, some relationships still face unresolved challenges.	"Using serif fonts attracts more audience (T3B
 ITJ : 34751
 Cost Per ITJ : Rp 9.57
 
 <LINK>)"
2024	Indonesia	Script	Among the three scripts, the one that emphasizes the importance of family, the transient nature of life, or the need to return to allah will resonate most effectively with the audience	"The wisdom gained from the audience on the topic of failure is that family harmony is the key to overcoming life's pressures (1b). (T1B
 ITJ : 18,155
 Cost Per ITJ :Rp 7.18
 
 <LINK>)"
2024	Indonesia	Format	"2a - text & blur background
 2b - multiple footage
 2c - multiple ai image
 2d - single image"	"Test 2b is of greater interest to the audience (T2B
 ITJ : 18.011
 Cost Per ITJ :Rp 7.54
 
 <LINK>)"
2024	Indonesia	Element	"3a - no filter
 3b - pinkish filter
 3c - blueish filter
 3d - orangish filter"	"Test 3c perform better than other element tests (T3C
 ITJ : 35856
 Cost Per ITJ :Rp 7.15
 
 <LINK>)"
2024	Indonesia	Testing which ramadhan campaign performs better for the audience: indonesia	Which campaign is more effective	Indonesia's campaign performed well with ITJ=58,078, cost=rp 5.08 (ITJ=58,078, Cost=Rp 5.08)
2024	Indonesia	Testing which of the 3 scripts performs better for the audience: 1a, 1b, 1c	Which script resonates more with the audience	Miracle regarding abundant sustenance is expected (1a) (T1A: ITJ=11,637, Cost=Rp 7.81)
2024	Indonesia	Testing which of the 4 Format performs better for the audience: 2a, 2b, 2c, 2d	Which format is more engaging	Multiple footage is more performative (2d) (T2D: ITJ=11,029, Cost=Rp 8.33)
2024	Indonesia	Testing which of the 4 elements performs better for the audience: 3a, 3b, 3c, 3d	Which element is more effective	Original font is preferred (3a) (T3B: ITJ=11,633, Cost=Rp 7.37)
2024	Indonesia	Testing which of the 3 scripts performs better for the audience: 1a, 1b, 1c	Which script resonates more with the audience	Searching for meaning is key to victory (1c) (T1C: ITJ=9,866, Cost=Rp 8.93)
2024	Indonesia	Testing which of the 4 Format performs better for the audience: 2a, 2b, 2c, 2d	Which format is more engaging	Multiple footages are liked by audiences (2c) (T2C: ITJ=9,398, Cost=Rp 9.41)
2024	Indonesia	Testing which of the 4 elements performs better for the audience: 3a, 3b, 3c, 3d	Which element is more effective	White background font is preferred (3b) (T3B: ITJ=9,502, Cost=Rp 9.28)
2024	Indonesia	Testing which of the 3 scripts performs better for the audience: 1a, 1b, 1c	Which script resonates more with the audience	Criteria for a disobedient child is in test c (1c) (T1C: ITJ=4,198, Cost=Rp 23.76)
2024	Indonesia	Testing which of the 4 Format performs better for the audience: 2a, 2b, 2c, 2d	Which format is more engaging	Multiple ai image is preferred (2b) (T2B: ITJ=6,520, Cost=Rp 22.34)
2024	Indonesia	Testing which of the 4 elements performs better for the audience: 3a, 3b, 3c, 3d	Which element is more effective	Zoom green up caption animation is more interesting (3c) (T3C: ITJ=6,765, Cost=Rp 25.32)
2024	Indonesia	Testing which of the 3 scripts performs better for the audience: 1a, 1b, 1c	Which script resonates more with the audience	Test 1c relates more to the audience (T1C: ITJ=3,415, Cost=Rp 27.51)
2024	Indonesia	Testing which of the 4 Format performs better for the audience: 2a, 2b, 2c, 2d	Which format is more engaging	Ai video is preferred (2d) (T2C: ITJ=4,271, Cost=Rp 30.32)
2024	Indonesia	Testing which of the 4 elements performs better for the audience: 3a, 3b, 3c, 3d	Which element is more effective	Orange background animation is noted (T3C: ITJ=9,502, Cost=Rp 9.28)
2024	Indonesia	Testing which of the 3 scripts performs better for the audience: 1a, 1b, 1c	Which script resonates more with the audience	Topic 1a is more relatable (1c noted as winner in error) (T1C: ITJ=3,213, Cost=Rp 30.85)
2024	Indonesia	Testing which of the 4 Format performs better for the audience: 2a, 2b, 2c, 2d	Which format is more engaging	Ai image is more suitable (2a) (T2B: ITJ=2,249, Cost=Rp 28.31)
2024	Indonesia	Testing which of the 4 elements performs better for the audience: 3a, 3b, 3c, 3d	Which element is more effective	Yellow text & black border is noted (T3A: ITJ=3,378, Cost=Rp 28.98)
2024	Indonesia	Testing which of the 3 scripts performs better for the audience: 1a, 1b, 1c	Which script resonates more with the audience	Losing wealth is a significant test (1b noted as winner in error) (T1B: ITJ=1,676, Cost=Rp 45.27)
2024	Indonesia	Testing which of the 4 Format performs better for the audience: 2a, 2b, 2c, 2d	Which format is more engaging	Book animation is more appealing (2c) (T2C: ITJ=1,676, Cost=Rp 45.27)
2024	Indonesia	Testing which of the 4 elements performs better for the audience: 3a, 3b, 3c, 3d	Which element is more effective	Acoustic guitar instrument is enjoyed more (3b) (T3B: ITJ=2,687, Cost=Rp 53.25)
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. anxious about not knowing one's purpose in life 
 1b. frustrated about not knowing one's purpose in life 
 1c. confused about not knowing one's purpose in life"	"The script confused about not
 knowing one's purpose in life
 performed better than over script with
 a cost per ITJ of AUD0.0013
 
 whiteboard animation from renderforest
 performed better than any other
 style with a cost per ITJ of s0.0023
 
 9:16 ratio work best for this Stage 3
 
 the most dominant age is around 18‚-24
 and male had a better ITJ than female (1C
 ITJ: 5,731
 Cost per ITJ x 100: 0.0013
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more
 2a.winner from Stage 1 - text on simple background
 
 2b. educational toolkit from renderforest
 
 2c. whiteboard animation from renderforest
 
 2d. artblog from canva"	"2c
 ITJ: 3,466
 cost per ITJ x 100 : 0.0023
 link"
2024	nan	Stage 3: ratio testing	"Stage 3: which music style would interest the audience more
 3a. 1:1
 3b. 9:16
 3c. 16:9"	"3b
 ITJ: 14
 cost per ITJ x 100: 0.6136
 link"
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. suffering from money issue
 1b. suffering from broken relationship 
 1c. suffering from the hardship of livelihood"	"The script suffering from money issue
 performed better than over script with
 a cost per ITJ of AUD0.0005
 
 whiteboard animation from renderforest
 performed better than any other
 style with a cost per ITJ of s0.0005
 
 no vo version works best for this Stage 3
 
 the most dominant age is around 18‚-24
 and females had a better ITJ than male (1A
 ITJ: 14,671
 Cost per ITJ x 100: 0.0005
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more
 2a.winner from Stage 1 - text on simple background
 
 2b. whiteboard animation from renderforest
 
 2c. d-id avatar
 
 2d. artblog from biteable"	"2d
 ITJ: 18,969
 cost per ITJ x 100: 0.0005
 link"
2024	Laos	Stage 3: vo testing	"Stage 3: which music style would
 interest the audience more
 3a. no voiceover
 3b. male voice over 
 3c. female voice over"	"3a
 ITJ: 99
 cost per ITJ x 100: 0.1385
 link"
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more 
 1a. emptiness 
 1b. despair 
 1c. isolation"	"The script despair
 performed better than over script with
 a cost per ITJ of AUD0.0032
 
 artblog from biteable
 performed better than any other
 style with a cost per ITJ of AUD 0.0006
 
 trapbeat hip hip music works best
 
 the most dominant age is around 18‚-24
 and male had a better ITJ than female (1B
 ITJ: 2,966
 Cost per ITJ x 100: 0.0032
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more 
 2a.winner from Stage 1 - text on simple background 
 
 2b. artblog 
 
 2c. whiteboard animation 
 
 2d. d-id avatar"	"2b
 ITJ: 26,079 
 cost per ITJ x 100: 0.0006 
 link"
2024	Laos	Stage 3: music testing	"Stage 3: which music style would 
 interest the audience more 
 3a. cinematic music 
 3b. trap beat (hiphop) 
 3c. soft piano music"	"3b
 ITJ: 14
 cost per ITJ x 100: 0.6821 
 link"
2024	nan	Nan	Nan	Nan
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. experiencing hope through faith
 1b. finding hope in jesus' promises
 1c. the transformative power of hope in christ"	"The script experiencing hope through faith 
 performed better than over script with 
 a cost per ITJ of AUD0.00024 
 
 winner from Stage 1 - text on four videos background 
 performed better than any other 
 style with a cost per ITJ of s0.0010 
 
 9:16 works best 
 
 the most dominant age is around 18‚-24 
 and females had a better ITJ than male (1A
 ITJ: 3,722
 Cost per ITJ x 100: 0.0024
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more 
 2a.winner from Stage 1 - text on four videos background 
 
 2b. artblog from biteable 
 
 2c. whiteboard animation from renderforest 
 
 2d. kaiber animation in entergalactic style"	"2a
 ITJ: 8,383 
 cost per ITJ x 100: 0.0010 
 link"
2024	Laos	Stage 3: music testing	"Stage 3: which music style would 
 interest the audience more 
 3a. cinematic music 
 3b. trap beat (hiphop) 
 3c. soft piano music"	"3b
 ITJ: 107
 cost per ITJ x 100: 0.1347 
 link"
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. goodbye friend
 1b. heartache
 1c. left alone"	"The script heartache 
 performed better than over script with 
 a cost per ITJ of AUD0.0037 
 
 winner from Stage 1 - art blog from biteable 
 performed better than any other 
 style with a cost per ITJ of s0.0014 
 
 upbeat music works best 
 
 the most dominant age is around 18‚-24 
 and female had a better ITJ than male (1B
 ITJ: 
 Cost per ITJ x 100: 0.0037
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more 
 
 2a.winner from Stage 1 - text on four videos background 
 
 2b. artblog from biteable 
 
 2c. clay animation from biteable 
 
 2d. whiteboard animation from renderorest"	"2b
 ITJ: 70,236
 cost per ITJ x 100: 0.0014
 link"
2024	Laos	Stage 3: music testing	"Stage 3: which music style would 
 interest the audience more 
 3a. film music 
 3b. guitar instrumental 
 3c. upbeat music"	"3c
 ITJ: 67
 cost per ITJ x 100: 0.1404
 link"
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. commenter's pov
 1b. first person's pov
 1c. god's pov"	"The script commenter's pov 
 performed better than over script with 
 a cost per ITJ of AUD0.0040 
 
 winner from Stage 1 - art blog from biteable 
 performed better than any other 
 style with a cost per ITJ of s0.0027 
 
 cinematic music works best 
 
 the most dominant age is around 18‚-24 
 and male had a better ITJ than female (1A
 ITJ: 2,097
 Cost per ITJ x 100: AUD0.40
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more 
 
 2a.winner from Stage 1 - text on beach 
 background - Stage 1 - winner vid 
 
 2b. bear animation 
 from bitebable 
 
 2c. explainer animation 
 from renderforest 
 
 2d. customized animation"	"2a
 ITJ: 9,076
 cost per ITJ x 100: AUD0.27
 link"
2024	Laos	Stage 3: music testing	"Stage 3: which music style would 
 interest the audience more 
 3a. cinametic music 
 3b. trap beat (hiphop) 
 3c. soft piano music"	"1a
 ITJ: 3,773
 cost per ITJ x 100: AUD0.19
 link"
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. true fulfillment
 1b. healing from suffering 
 1c. real change"	"The script true fulfillment 
 performed better than over script with 
 a cost per ITJ of AUD0.0019 
 
 pictures slideshow 
 performed better than any other 
 style with a cost per ITJ of s0.0024 
 
 
 
 the most dominant age is around 25 - 34 
 and females had a better ITJ than male"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more 
 
 2a.artblog 
 
 2b. text on waterfall background 
 
 2c. d-id 
 2d. pictures slideshow"	"2d
 ITJ: 3,734
 cost per ITJ x 100: AUD0.24
 link"
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. commenter's pov
 1b. first person's pov
 1c. god's pov"	"The script god's pov 
 performed better than over script with 
 a cost per ITJ of AUD0.0142 
 
 renderforest 3d animation 
 performed better than any other 
 style with a cost per ITJ of s0.0023 
 
 
 
 3d sun opening works best 
 
 the most dominant age is around 25 - 34 
 and females had a better ITJ than male (1C
 ITJ: 618
 Cost per ITJ x 100: AUD1.42
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more 
 
 2a.text on rose background 
 
 2b. midjourney images 
 
 2c. renderforest whiteboard 
 
 2d. renderforest 3d animation"	"2d
 ITJ: 4,781 
 cost per ITJ x 100: AUD0.09
 link"
2024	Laos	Stage 3: 5 secs opening	"Stage 3: which music style would 
 interest the audience more 
 3a. 3d character opening 
 3b. 3d sun opening 
 3c. 3d cloudy sky opening"	"3b
 ITJ: 205
 cost per ITJ x 100: AUD12.97
 link"
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. commenter's pov
 1b. first person's pov
 1c. god's pov"	"The script commenter's pov 
 performed better than over script with 
 a cost per ITJ of AUD0.035 
 
 artblog 
 performed better than any other 
 style with a cost per ITJ of s0.0020 
 
 
 
 lofi hip hop beat works best 
 
 the most dominant age is around 18‚-24 
 and females had a better ITJ than male (1A
 ITJ: 2,172
 Cost per ITJ x 100: AUD0.35
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more 2a.text on black background with a couple icon 
 2b. d-id 
 2c. artblog 
 2d. 3d animation from renderforest"	"2c
 ITJ: 4,740
 cost per ITJ x 100: 0.20
 link"
2024	Laos	Stage 3: music testing	"Stage 3: which music style would 
 interest the audience more 
 3a. sad slow piano instrumental 
 in mental in minor key 
 3b. lofi hip hop beat 
 3c. film, cinematic"	"3b
 ITJ: 96
 cost per ITJ x 100: AUD9.91
 link"
2024	nan	Nan	Nan	Nan
2024	nan	Nan	Nan	Nan
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. commenter's pov
 1b. first person's pov
 1c. god's pov"	"The script that has 1st person pov 
 performed better than over script with 
 a cost per ITJ of AUD0.1722 
 d-id 
 performed better than any other 
 style with a cost per ITJ of s0.0006 
 
 
 text cta at the end of the video works best 
 
 the most dominant age is around 25‚-34 
 and females had a better ITJ than male (1B
 ITJ: 58
 Cost per ITJ x 100: AUD17.22
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more 
 
 2a. winner from Stage 1 - text on busy city background 
 
 2b. midjourney images 
 
 2c. d-id 
 
 2d. artblog from canva"	"2c
 ITJ: 25,611
 cost per ITJ x 100: 0.06
 link"
2024	Laos	Stage 3: cta testing	"Stage 3: which cta would
 interest the audience more
 3a. winner from Stage 2: d-id
 3b. text cta at the end of the video
 3c. d-id cta"	"3b
 ITJ: 16,171
 cost per ITJ x 100: AUD0.06
 link"
2024	Laos	Stage 1: scripts	"Stage 1: which pov would interest the audience more
 1a. commenter's pov
 1b. first person's pov
 1c. god's pov"	"The script that has commenter's pov 
 performed better than over script with 
 a cost per ITJ of AUD0.0012 
 d-id 
 performed better than any other 
 style with a cost per ITJ of s0.0016 
 
 
 the sad lofi hiphopworks best 
 
 the most dominant age is around 18‚-24 
 and females had a better ITJ than male (1A
 ITJ: 7,695
 Cost per ITJ x 100: 0.12
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more 
 
 2a. winner from Stage 1 - text on a woman 
 sitting on a shore background 
 
 2b. d-id 
 
 2c. artblog from biteable 
 
 2d. midjourney images"	"2a
 ITJ: 4,127
 cost per ITJ x 100: AUD0.16
 link"
2024	nan	Stage 3: music testing	"Stage 3: which music style would 
 interest the audience more 
 3a. winner from Stage 2 - sad piano sound 
 3b. sad lofi hiphop 
 3c. normal tempo acoustic guitar instrumental"	Nan
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. lack of love from parents
 1b. hurt by parents
 1c. pressured from parents' expectationsgod's pov"	"The script hurt by parents 
 performed better than over other script with 
 a cost per ITJ of AUD0.0058 
 
 educational toolkit from renderforest 
 performed better than any other 
 style with a cost per ITJ of s0.0041 
 
 
 the sad lofi hiphopworks best 
 
 the most dominant age is around 25‚-34 
 and females had a better ITJ than male (1B
 ITJ: 1,442
 Cost per ITJ: AUD0.58
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more 
 
 2a. winner from Stage 1 - text on an 
 orange forest background 
 
 2b. d-id 
 
 2c. kaiber animation 
 
 2d. educational toolkit from renderforest"	"2d
 ITJ: 3,392
 cost per ITJ: AUD0.41
 link"
2024	Laos	Stage 3: ratio testing	"Stage 3: which ratio would 
 interest the audience more 
 3a. 1:1 
 3b: 9:16 
 3c. 16:9"	"3a
 ITJ: 2,594
 cost per ITJ: AUD0.36
 link"
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. betrayed
 1b. miscommunications
 1c. finding forgiveness and reconciliation"	"The script hurt by parents
 performed better than over other script with
 a cost per ITJ of AUD0.0033
 
 whiteboard animation from renderforest
 performed better than any other
 style with a cost per ITJ of s0.0009
 
 
 the sad pianono sound works best
 
 the most dominant age is around 18‚-24
 and females had a better ITJ than male (1C
 ITJ: 2,810
 Cost per ITJ: AUD0.33
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more
 
 2a. winner from Stage 1 - text on an
 ocean background
 
 2b. whiteboard animation from renderforest
 
 2c. d-id
 
 2d. artblog"	"2b
 ITJ: 11,531
 cost per ITJ: AUD0.09
 link"
2024	Laos	Stage 3: music testing	"Stage 3: which ratio would 
 interest the audience more 
 3a. sad piano music 
 3b: guitar instrumental 
 3c. cinematic music"	"3a
 ITJ: 12,310
 cost per ITJ: AUD0.08
 link"
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. anxiety
 1b. depression
 1c. stress"	"The script stress
 performed better than over other script with
 a cost per ITJ of AUD0.0004
 
 2d whiteboard animation from renderforest
 performed better than any other
 style with a cost per ITJ of s0.0005
 
 
 the no vo works best
 
 the most dominant age is around 25‚-34
 and female had a better ITJ than male (1C
 ITJ: 21,626
 Cost per ITJ: AUD0.04
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more
 
 2a. winner from Stage 1 - text on an
 rain background
 
 2b. d-id
 
 2c. educational toolkit 2d animation from renderforest
 
 2d. 2d whiteboard animation from renderforest"	"2d
 ITJ: 17,252
 cost per ITJ: AUD0.05
 link"
2024	Laos	Stage 3: voice over testing	"Stage 3: which vo would
 interest the audience more
 3a. no vo
 3b: male vo
 3c. female vo"	"3a
 ITJ: 19,502
 cost per ITJ: AUD0.05
 link"
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. first person's pov
 1b. commenter's pov
 1c. god's pov"	"The script commenter's pov
 performed better than over other script with
 a cost per ITJ of AUD0.0010
 
 2d whiteboard animation from renderforest
 performed better than any other
 style with a cost per ITJ of s0.0012
 
 
 the 2d animation opening of a man frown from canva works best
 
 the most dominant age is around 25‚-34
 and female had a better ITJ than male (1B
 ITJ: 6,271
 Cost per ITJ: AUD0.10
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more
 
 2a. winner from Stage 1 - text on cloud background
 
 2b. 2d whiteboard animation from renderforest
 
 2c. educational toolkit 2d animation from renderforest
 
 2d. 3d explainer animation from renderforest"	"2b
 ITJ: 5,628
 cost per ITJ: AUD0.12
 link"
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. observer's pov
 1b. first person's pov
 1c. god's pov"	"The script observer's pov
 performed better than over other script with
 a cost per ITJ of AUD0.0018
 
 text on a nature background with creek
 performed better than any other
 style with a cost per ITJ of s0.0012
 
 
 no cta works best
 
 the most dominant age is around 25‚-34
 and female had a better ITJ than male (1A
 ITJ: 4,814
 Cost per ITJ: AUD 0.18
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more
 
 2a. winner from Stage 1 - text on a nature background with creek
 
 2b. 2d whiteboard animation from renderforest
 
 2c. educational toolkit 2d animation from renderforest
 
 2d. d-id"	"2a
 ITJ: 8,118
 cost per ITJ: AUD 0.12
 link"
2024	Laos	Stage 3: additional cta testing	"Stage 3: which 5 seconds opening would
 interest the audience more
 3a. no cta
 3b. cta in the beginning of the clip
 3c. cta in the end of the clip"	"3a
 ITJ: 8,455
 cost per ITJ: AUD0.11
 link"
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. pov of 3rd person
 1b. 1st pov of a person‚experience
 1c. pov of god offering comfort"	"The script 1st pov of a person experience
 performed better than over other script with
 a cost per ITJ of AUD0.0011
 
 text on a nature background and a sky background with 2 background music
 performed better than any other
 style with a cost per ITJ of s0.0009
 
 
 no cta works best
 
 the most dominant age is around 25‚-34
 and female had a better ITJ than male (1B
 ITJ: 7,838
 Cost per ITJ: AUD 0.11
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more
 
 2a. winner from Stage 1 - text on a nature background and a sky background with 2 background music
 
 2b. 2d whiteboard animation from renderforest
 
 2c. educational toolkit 2d animation from renderforest
 
 2d. customized animation from using canva's animated clip art"	"2a
 ITJ: 33,257
 cost per ITJ: AUD 0.09
 link"
2024	Laos	Stage 3: additional cta testing	"Stage 3: which 5 seconds opening would
 interest the audience more
 3a. no cta
 3b. cta in the beginning of the clip
 3c. cta in the end of the clip"	"3a
 ITJ: 11,692
 cost per ITJ: AUD0.08
 link"
2024	nan	Nan	Nan	Nan
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. finding peace amidst chaos
 1b. trusting god‚plan for your future
 1c. strength for difficult times"	"The script finding peace amidst chaos
 performed better than over other script with
 a cost per ITJ of AUD0.0013
 
 text on a rain falling on leaves video for the 1st half and the video of lavender field on the 2nd half
 performed better than any other
 style with a cost per ITJ of s0.0011
 
 
 sad piano music on the first part and the happy guitar music on the second part works best
 
 the most dominant age is around 25‚-34
 and female had a better ITJ than male (1A
 ITJ: 7,216
 Cost per ITJ: AUD0.13
 Link)"
